region_type	chr	start	end	size	dp_mean	ctrl_norm_factor	ctrl_norm	ctrl_pad_norm_factor	ctrl_pad_norm	n_ppn	segdup_ppn	sample_id	sv_id	cnv_type	cn_change	copy_number	mean_ctrl	sd_ctrl	lo_ctrl	hi_ctrl	mean_ctrl_pad	sd_ctrl_pad	lo_ctrl_pad	hi_ctrl_pad	cutoff_del	cutoff_dup	run_id	sample_type	coriell_id	seq_status	fail_reason	target_size	ppn_genome_targeted	wg_mean_cov	x_mean_cov	y_mean_cov	sample_sex	ctrl_mean_cov	ctrl_total_size	ctrl_NoN_size	ctrl_num_pos_gte10_dp	ctrl_ppn_pos_gte10_dp	num_standard_target_regions	total_standard_target_bp	norm	cutoff	mean	sd	lo	hi	cnv_trgt_size
pad	6	163077036	163577036	500000	7.75	8.49	0.91	8.23	0.94	0.0	0.0	SM4644	0				1.0	0.021748955390801	0.934753133827597	1.0652468661724	0.969854965923166	0.0555215922873015	0.803290189061261	1.13641974278507	0.934753133827597	1.0652468661724	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	10	89425864	89925864	500000	8.71	8.49	1.03	8.23	1.06	0.0	0.01	SM4644	0				1.0	0.021748955390801	0.934753133827597	1.0652468661724	0.969854965923166	0.0555215922873015	0.803290189061261	1.13641974278507	0.934753133827597	1.0652468661724	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	17	40886906	41386906	500000	8.65	8.49	1.02	8.23	1.05	0.0	0.13	SM4644	0				1.0	0.021748955390801	0.934753133827597	1.0652468661724	0.969854965923166	0.0555215922873015	0.803290189061261	1.13641974278507	0.934753133827597	1.0652468661724	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	17	48020229	48520229	500000	8.35	8.49	0.98	8.23	1.01	0.0	0.0	SM4644	0				1.0	0.021748955390801	0.934753133827597	1.0652468661724	0.969854965923166	0.0555215922873015	0.803290189061261	1.13641974278507	0.934753133827597	1.0652468661724	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	8	61435955	61935955	500000	8.46	8.49	1.0	8.23	1.03	0.0	0.0	SM4644	0				1.0	0.021748955390801	0.934753133827597	1.0652468661724	0.969854965923166	0.0555215922873015	0.803290189061261	1.13641974278507	0.934753133827597	1.0652468661724	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	9	137385170	137885170	500000	8.28	8.49	0.98	8.23	1.01	0.0	0.01	SM4644	0				1.0	0.021748955390801	0.934753133827597	1.0652468661724	0.969854965923166	0.0555215922873015	0.803290189061261	1.13641974278507	0.934753133827597	1.0652468661724	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	10	89425864	89925864	500000	8.71	8.49	1.03	8.5	1.02	0.0	0.01	SM4644	1				1.0	0.021748955390801	0.934753133827597	1.0652468661724	1.00141539565779	0.0197593956810788	0.942137208614554	1.06069358270103	0.942137208614554	1.06069358270103	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	17	40886906	41386906	500000	8.65	8.49	1.02	8.5	1.02	0.0	0.13	SM4644	1				1.0	0.021748955390801	0.934753133827597	1.0652468661724	1.00141539565779	0.0197593956810788	0.942137208614554	1.06069358270103	0.942137208614554	1.06069358270103	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	17	48020229	48520229	500000	8.35	8.49	0.98	8.5	0.98	0.0	0.0	SM4644	1				1.0	0.021748955390801	0.934753133827597	1.0652468661724	1.00141539565779	0.0197593956810788	0.942137208614554	1.06069358270103	0.942137208614554	1.06069358270103	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	8	61435955	61935955	500000	8.46	8.49	1.0	8.5	1.0	0.0	0.0	SM4644	1				1.0	0.021748955390801	0.934753133827597	1.0652468661724	1.00141539565779	0.0197593956810788	0.942137208614554	1.06069358270103	0.942137208614554	1.06069358270103	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
ctrl	9	137385170	137885170	500000	8.28	8.49	0.98	8.5	0.97	0.0	0.01	SM4644	1				1.0	0.021748955390801	0.934753133827597	1.0652468661724	1.00141539565779	0.0197593956810788	0.942137208614554	1.06069358270103	0.942137208614554	1.06069358270103	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
cnv	21	16353704	33671293	17317589	5.06	8.49	0.6	8.5	0.6	0.0	0.02	SM4644	1	DEL	one_copy_loss	1.0	1.0	0.021748955390801	0.934753133827597	1.0652468661724	1.00141539565779	0.0197593956810788	0.942137208614554	1.06069358270103	0.942137208614554	1.06069358270103	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
pad	21	15853704	16353704	500000	8.56	8.49	1.01	8.5	1.01	0.0	0.0	SM4644	1				1.0	0.021748955390801	0.934753133827597	1.0652468661724	1.00141539565779	0.0197593956810788	0.942137208614554	1.06069358270103	0.942137208614554	1.06069358270103	8	gDNA	NA06918	PASS		24029838	0.0077623428373361	0.894435	0.492335	0.359558	MALE	8.4901584	2500000	2500000	865548	0.3462192	9	4500000	ctrl	ctrl	1.0	0.021748955390801	0.934753133827597	1.0652468661724	19529838
cnv	3	162512133	162626334	114201	5.84	10.74	0.54	11.13	0.52	0.0	0.0	SM7294	0	DEL	one_copy_loss	1.0	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
pad	3	162012133	162512133	500000	12.29	10.74	1.14	11.13	1.1	0.0	0.0	SM7294	0				1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
pad	3	162626334	163126334	500000	11.94	10.74	1.11	11.13	1.07	0.0	0.0	SM7294	0				1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
ctrl	10	89425864	89925864	500000	11.27	10.74	1.05	11.13	1.01	0.0	0.01	SM7294	0				1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
ctrl	17	40886906	41386906	500000	10.77	10.74	1.0	11.13	0.97	0.0	0.13	SM7294	0				1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
ctrl	17	48020229	48520229	500000	10.04	10.74	0.94	11.13	0.9	0.0	0.0	SM7294	0				1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
ctrl	8	61435955	61935955	500000	11.81	10.74	1.1	11.13	1.06	0.0	0.0	SM7294	0				1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
ctrl	9	137385170	137885170	500000	9.78	10.74	0.91	11.13	0.88	0.0	0.01	SM7294	0				1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1.03668451162572	0.0900026200436112	0.766676651494886	1.30669237175655	0.766676651494886	1.23487595151288	12	Blood	Volunteer_4	PASS		5614201	0.0018135516735366	1.21777	1.35168	0.0090173	FEMALE	10.7367336	2500000	2500000	1562103	0.6248412	9	4500000	ctrl	ctrl	1.0	0.0782919838376278	0.765124048487117	1.23487595151288	1114201
cnv	6	162646773	162770671	123898	8.28	5.65	1.46	5.71	1.45	0.0	0.0	SM6274	0	DUP	one_copy_gain	3.0	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
pad	6	162146773	162646773	500000	5.58	5.65	0.99	5.71	0.98	0.0	0.0	SM6274	0				1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
pad	6	162770671	163270671	500000	6.14	5.65	1.09	5.71	1.07	0.0	0.0	SM6274	0				1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
ctrl	10	89425864	89925864	500000	6.11	5.65	1.08	5.71	1.07	0.0	0.01	SM6274	0				1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
ctrl	17	40886906	41386906	500000	5.63	5.65	1.0	5.71	0.99	0.0	0.13	SM6274	0				1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
ctrl	17	48020229	48520229	500000	5.27	5.65	0.93	5.71	0.92	0.0	0.0	SM6274	0				1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
ctrl	8	61435955	61935955	500000	5.63	5.65	1.0	5.71	0.98	0.0	0.0	SM6274	0				1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
ctrl	9	137385170	137885170	500000	5.63	5.65	1.0	5.71	0.99	0.0	0.01	SM6274	0				1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1.01030677108575	0.0546902340111771	0.846236069052219	1.17437747311928	0.846236069052219	1.15842583466188	14	Blood	Volunteer_5	PASS		5623898	0.0018166840890982	0.732471	0.408491	0.279525	MALE	5.6544964	2500000	2500000	185870	0.074348	9	4500000	ctrl	ctrl	1.0	0.0528086115539605	0.841574165338118	1.15842583466188	1123898
cnv	21	27316001	29521000	2204999	1.62	3.13	0.52	3.18	0.51	0.0	0.1	SM4602	1	DEL	one_copy_loss	1.0	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
pad	21	26816001	27316001	500000	3.44	3.13	1.1	3.18	1.08	0.0	0.01	SM4602	1				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
pad	21	29521000	30021000	500000	3.19	3.13	1.02	3.18	1.0	0.0	0.0	SM4602	1				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	10	89425864	89925864	500000	3.31	3.13	1.06	3.18	1.04	0.0	0.01	SM4602	1				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	17	40886906	41386906	500000	3.05	3.13	0.97	3.18	0.96	0.0	0.13	SM4602	1				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	17	48020229	48520229	500000	3.2	3.13	1.02	3.18	1.01	0.0	0.0	SM4602	1				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	8	61435955	61935955	500000	3.27	3.13	1.04	3.18	1.03	0.0	0.0	SM4602	1				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	9	137385170	137885170	500000	2.83	3.13	0.91	3.18	0.89	0.0	0.01	SM4602	1				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	1.01675259864238	0.0623469129099125	0.829711859912643	1.20379333737212	0.829711859912643	1.18625538923803	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	10	89425864	89925864	500000	3.31	3.13	1.06	3.11	1.07	0.0	0.01	SM4602	0				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	0.991535440579983	0.0572962499253579	0.819646690803909	1.16342419035606	0.819646690803909	1.16342419035606	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	17	40886906	41386906	500000	3.05	3.13	0.97	3.11	0.98	0.0	0.13	SM4602	0				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	0.991535440579983	0.0572962499253579	0.819646690803909	1.16342419035606	0.819646690803909	1.16342419035606	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	17	48020229	48520229	500000	3.2	3.13	1.02	3.11	1.03	0.0	0.0	SM4602	0				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	0.991535440579983	0.0572962499253579	0.819646690803909	1.16342419035606	0.819646690803909	1.16342419035606	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	8	61435955	61935955	500000	3.27	3.13	1.04	3.11	1.05	0.0	0.0	SM4602	0				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	0.991535440579983	0.0572962499253579	0.819646690803909	1.16342419035606	0.819646690803909	1.16342419035606	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
ctrl	9	137385170	137885170	500000	2.83	3.13	0.91	3.11	0.91	0.0	0.01	SM4602	0				1.0	0.0620851297460115	0.813744610761965	1.18625538923803	0.991535440579983	0.0572962499253579	0.819646690803909	1.16342419035606	0.819646690803909	1.16342419035606	9	gDNA	NA08331	PASS		20810205	0.0067223068971687	0.372216	0.202904	0.133225	MALE	3.1323004	2500000	2500000	6303	0.0025212	9	4500000	ctrl	ctrl	1.0	0.0620851297460115	0.813744610761965	1.18625538923803	16310205
